CURSO,COD_RUCT,TITULACION,CENTRO,tasa_abandono,año,tasa_permanencia
2021-22,4310968,MÁSTER UNIVERSITARIO EN CONSTRUCCIONES E INSTALACIONES INDUSTRIALES,E.T.S.I. INDUSTRIALES,0.0,2021,100.0
2021-22,4310969,MÁSTER UNIVERSITARIO EN DISEÑO Y FABRICACIÓN INTEGRADA ASISTIDOS POR COMPUTADOR,E.T.S. DE INGENIERIA DEL DISEÑO,11.54,2021,88.46000000000001
2021-22,4310971,MÁSTER UNIVERSITARIO EN INGENIERÍA DE SISTEMAS ELECTRÓNICOS,E.T.S.I. DE TELECOMUNICACIÓN,10.34,2021,89.66
2021-22,4310972,MÁSTER UNIVERSITARIO EN INGENIERÍA Y TECNOLOGÍA DE SISTEMAS SOFTWARE,UNIDAD DE MÁSTERES UNIVERSITARIOS,16.67,2021,83.33
2021-22,4310973,MÁSTER UNIVERSITARIO EN INGENIERÍA DEL DISEÑO,E.T.S. DE INGENIERIA DEL DISEÑO,7.27,2021,92.73
2021-22,4310974,MÁSTER UNIVERSITARIO EN INGENIERÍA DEL HORMIGÓN,UNIDAD DE MÁSTERES UNIVERSITARIOS,25.81,2021,74.19
2021-22,4310975,MÁSTER UNIVERSITARIO EN INGENIERÍA DEL MANTENIMIENTO,E.T.S. DE INGENIERIA DEL DISEÑO,16.67,2021,83.33
2021-22,4310976,MÁSTER UNIVERSITARIO EN PLANIFICACIÓN Y GESTIÓN EN INGENIERÍA CIVIL,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",25.93,2021,74.07
2021-22,4310977,MÁSTER UNIVERSITARIO EN INGENIERÍA HIDRÁULICA Y MEDIO AMBIENTE,UNIDAD DE MÁSTERES UNIVERSITARIOS,11.11,2021,88.89
2021-22,4310978,MÁSTER UNIVERSITARIO EN INGENIERÍA MECÁNICA,UNIDAD DE MÁSTERES UNIVERSITARIOS,13.64,2021,86.36
2021-22,4310979,"MÁSTER UNIVERSITARIO EN INTELIGENCIA ARTIFICIAL, RECONOCIMIENTO DE FORMAS E IMAGEN DIGITAL",UNIDAD DE MÁSTERES UNIVERSITARIOS,8.82,2021,91.18
2021-22,4310980,MÁSTER UNIVERSITARIO EN SISTEMAS PROPULSIVOS PARA UNA MOVILIDAD SOSTENIBLE,UNIDAD DE MÁSTERES UNIVERSITARIOS,0.0,2021,100.0
2021-22,4310981,MÁSTER UNIVERSITARIO EN TECNOLOGÍA ENERGÉTICA PARA DESARROLLO SOSTENIBLE,E.T.S.I. INDUSTRIALES,8.33,2021,91.67
2021-22,4310982,"MÁSTER UNIVERSITARIO EN TECNOLOGÍAS, SISTEMAS Y REDES DE COMUNICACIONES",E.T.S.I. DE TELECOMUNICACIÓN,10.81,2021,89.19
2021-22,4311602,MÁSTER UNIVERSITARIO EN BIOTECNOLOGÍA BIOMÉDICA,UNIDAD DE MÁSTERES UNIVERSITARIOS,0.0,2021,100.0
2021-22,4311603,MÁSTER UNIVERSITARIO EN BIOTECNOLOGÍA MOLECULAR Y CELULAR DE PLANTAS,UNIDAD DE MÁSTERES UNIVERSITARIOS,0.0,2021,100.0
2021-22,4311604,MÁSTER UNIVERSITARIO EN ECONOMÍA AGROALIMENTARIA Y DEL MEDIO AMBIENTE,UNIDAD DE MÁSTERES UNIVERSITARIOS,31.82,2021,68.18
2021-22,4311605,MÁSTER UNIVERSITARIO EN GESTIÓN DE LA SEGURIDAD Y CALIDAD ALIMENTARIA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,6.98,2021,93.02
2021-22,4311606,"MÁSTER UNIVERSITARIO EN INGENIERÍA DE ANÁLISIS DE DATOS, MEJORA DE PROCESOS Y TOMA DE DECISIONES",UNIDAD DE MÁSTERES UNIVERSITARIOS,14.29,2021,85.71000000000001
2021-22,4311609,MÁSTER UNIVERSITARIO EN LENGUAS Y TECNOLOGÍA,UNIDAD DE MÁSTERES UNIVERSITARIOS,14.29,2021,85.71000000000001
2021-22,4311610,MÁSTER UNIVERSITARIO EN MEJORA GENÉTICA ANIMAL Y BIOTECNOLOGÍA DE LA REPRODUCCIÓN,UNIDAD DE MÁSTERES UNIVERSITARIOS,17.65,2021,82.35
2021-22,4311612,MÁSTER UNIVERSITARIO EN POSTPRODUCCIÓN DIGITAL,ESCUELA POLITECNICA SUPERIOR DE GANDIA,4.35,2021,95.65
2021-22,4311613,MÁSTER UNIVERSITARIO EN PREVENCIÓN DE RIESGOS LABORALES,UNIDAD DE MÁSTERES UNIVERSITARIOS,22.5,2021,77.5
2021-22,4311614,MÁSTER UNIVERSITARIO EN PRODUCCIÓN ARTÍSTICA,FACULTAD DE BELLAS ARTES,10.75,2021,89.25
2021-22,4311725,MÁSTER UNIVERSITARIO EN COOPERACIÓN AL DESARROLLO,UNIDAD DE MÁSTERES UNIVERSITARIOS,12.5,2021,87.5
2021-22,4311726,MÁSTER UNIVERSITARIO EN INGENIERÍA AMBIENTAL,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",16.67,2021,83.33
2021-22,4312033,MÁSTER UNIVERSITARIO EN ACUICULTURA,UNIDAD DE MÁSTERES UNIVERSITARIOS,21.43,2021,78.57
2021-22,4312991,MÁSTER UNIVERSITARIO EN EVALUACIÓN Y SEGUIMIENTO AMBIENTAL DE ECOSISTEMAS MARINOS Y COSTEROS,ESCUELA POLITECNICA SUPERIOR DE GANDIA,16.67,2021,83.33
2021-22,4313930,MÁSTER UNIVERSITARIO EN INVESTIGACIÓN MATEMÁTICA,UNIDAD DE MÁSTERES UNIVERSITARIOS,29.41,2021,70.59
2021-22,4314065,"MÁSTER UNIVERSITARIO EN INGENIERÍA, PROCESADO Y CARACTERIZACIÓN DE MATERIALES",E. POLITÉCNICA SUPERIOR DE ALCOY,22.22,2021,77.78
2021-22,4314067,MÁSTER UNIVERSITARIO EN INGENIERÍA MECATRÓNICA,E.T.S. DE INGENIERIA DEL DISEÑO,11.43,2021,88.57
2021-22,4314071,MÁSTER UNIVERSITARIO EN INGENIERÍA DE ORGANIZACIÓN Y LOGÍSTICA,E. POLITÉCNICA SUPERIOR DE ALCOY,10.71,2021,89.28999999999999
2021-22,4314473,MÁSTER UNIVERSITARIO EN INGENIERÍA DE MONTES,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,7.69,2021,92.31
2021-22,4314518,MÁSTER UNIVERSITARIO EN INGENIERÍA DE TELECOMUNICACIÓN,E.T.S.I. DE TELECOMUNICACIÓN,0.0,2021,100.0
2021-22,4314521,MÁSTER UNIVERSITARIO EN INGENIERÍA AERONÁUTICA,E.T.S. DE INGENIERIA DEL DISEÑO,6.19,2021,93.81
2021-22,4314523,MÁSTER UNIVERSITARIO EN INGENIERÍA QUÍMICA,E.T.S.I. INDUSTRIALES,5.77,2021,94.23
2021-22,4314524,MÁSTER UNIVERSITARIO EN INGENIERÍA INDUSTRIAL,E.T.S.I. INDUSTRIALES,6.33,2021,93.67
2021-22,4314526,MÁSTER UNIVERSITARIO EN INGENIERÍA INFORMÁTICA,E.T.S. DE INGENIERÍA INFORMÁTICA,21.43,2021,78.57
2021-22,4314528,MÁSTER UNIVERSITARIO EN ENOLOGÍA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,15.0,2021,85.0
2021-22,4314529,MÁSTER UNIVERSITARIO EN INGENIERÍA AGRONÓMICA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,3.7,2021,96.3
2021-22,4314646,MÁSTER UNIVERSITARIO EN INGENIERÍA GEOMÁTICA Y GEOINFORMACIÓN,"E.T.S.I. GEODESICA, CARTOGRAFICA Y TOP.",31.82,2021,68.18
2021-22,4314647,"MÁSTER UNIVERSITARIO EN INGENIERÍA DE CAMINOS, CANALES Y PUERTOS","E.T.S.I. CAMINOS, CANALES Y PUERTOS",12.2,2021,87.8
2021-22,4314825,MÁSTER UNIVERSITARIO EN DIRECCIÓN DE EMPRESAS (MBA),E. POLITÉCNICA SUPERIOR DE ALCOY,25.0,2021,75.0
2021-22,4315002,MÁSTER UNIVERSITARIO EN INGENIERÍA TEXTIL,E. POLITÉCNICA SUPERIOR DE ALCOY,0.0,2021,100.0
2021-22,4315070,MÁSTER UNIVERSITARIO EN ARQUITECTURA,E.T.S. DE ARQUITECTURA,3.18,2021,96.82
2021-22,4315739,MÁSTER UNIVERSITARIO EN ARQUITECTURA DEL PAISAJE,E.T.S. DE ARQUITECTURA,10.0,2021,90.0
2021-22,4315921,MÁSTER UNIVERSITARIO EN INGENIERÍA BIOMÉDICA,E.T.S.I. INDUSTRIALES,0.0,2021,100.0
2021-22,4315941,MÁSTER UNIVERSITARIO ERASMUS MUNDUS EN SANIDAD VEGETAL EN AGRICULTURA SOSTENIBLE/ EUROPEAN MASTER DEGREE IN PLANT HEALTH IN SUSTAINABLE CROPPING SYSTEMS,UNIDAD DE MÁSTERES UNIVERSITARIOS,4.17,2021,95.83
2021-22,4316135,MÁSTER UNIVERSITARIO EN GESTIÓN ADMINISTRATIVA,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,18.18,2021,81.82
2021-22,4316557,"MÁSTER UNIVERSITARIO EN ESTUDIOS DE LA CIENCIA, LA TECNOLOGÍA Y LA INNOVACIÓN",UNIDAD DE MÁSTERES UNIVERSITARIOS,36.36,2021,63.64
2021-22,4316840,MÁSTER UNIVERSITARIO EN MEJORA GENÉTICA VEGETAL,UNIDAD DE MÁSTERES UNIVERSITARIOS,9.52,2021,90.48
2021-22,4317401,MÁSTER UNIVERSITARIO EN SOCIAL MEDIA Y COMUNICACIÓN CORPORATIVA,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,12.0,2021,88.0
2021-22,4317434,MÁSTER UNIVERSITARIO EN SISTEMAS INTELIGENTES DE TRANSPORTE,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",46.15,2021,53.85
2021-22,4317446,MÁSTER UNIVERSITARIO EN COMUNICACIÓN TRANSMEDIA,ESCUELA POLITECNICA SUPERIOR DE GANDIA,14.29,2021,85.71000000000001
2021-22,4317448,MÁSTER UNIVERSITARIO EN CIBERSEGURIDAD Y CIBERINTELIGENCIA,E.T.S. DE INGENIERÍA INFORMÁTICA,9.68,2021,90.32
2021-22,4317480,MÁSTER UNIVERSITARIO EN QUÍMICA SOSTENIBLE,UNIDAD DE MÁSTERES UNIVERSITARIOS,15.0,2021,85.0
2022-23,2500739,GRADO EN ARQUITECTURA TÉCNICA,E.T.S. DE INGENIERÍA DE EDIFICACIÓN,26.53,2022,73.47
2022-23,2500801,GRADO EN CIENCIAS AMBIENTALES,ESCUELA POLITECNICA SUPERIOR DE GANDIA,18.87,2022,81.13
2022-23,2501354,GRADO EN COMUNICACIÓN AUDIOVISUAL,ESCUELA POLITECNICA SUPERIOR DE GANDIA,10.99,2022,89.01
2022-23,2501355,GRADO EN TURISMO,ESCUELA POLITECNICA SUPERIOR DE GANDIA,32.08,2022,67.92
2022-23,2501356,GRADO EN INGENIERÍA EN DISEÑO INDUSTRIAL Y DESARROLLO DE PRODUCTOS,E. POLITÉCNICA SUPERIOR DE ALCOY,14.02,2022,85.98
2022-23,2501356,GRADO EN INGENIERÍA EN DISEÑO INDUSTRIAL Y DESARROLLO DE PRODUCTOS,E.T.S. DE INGENIERIA DEL DISEÑO,3.55,2022,96.45
2022-23,2501484,GRADO EN BELLAS ARTES,FACULTAD DE BELLAS ARTES,9.37,2022,90.63
2022-23,2501485,GRADO EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES,FACULTAD DE BELLAS ARTES,15.09,2022,84.91
2022-23,2501486,GRADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,14.67,2022,85.33
2022-23,2501649,GRADO EN BIOTECNOLOGÍA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,6.61,2022,93.39
2022-23,2501650,GRADO EN CIENCIA Y TECNOLOGÍA DE LOS ALIMENTOS,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,8.77,2022,91.23
2022-23,2501651,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,E. POLITÉCNICA SUPERIOR DE ALCOY,34.71,2022,65.28999999999999
2022-23,2501651,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,11.51,2022,88.49
2022-23,2501653,GRADO EN INGENIERÍA AEROESPACIAL,E.T.S. DE INGENIERIA DEL DISEÑO,4.1,2022,95.9
2022-23,2501654,GRADO EN INGENIERÍA AGROALIMENTARIA Y DEL MEDIO RURAL,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,22.07,2022,77.93
2022-23,2501655,GRADO EN INGENIERÍA ELÉCTRICA,E. POLITÉCNICA SUPERIOR DE ALCOY,28.13,2022,71.87
2022-23,2501655,GRADO EN INGENIERÍA ELÉCTRICA,E.T.S. DE INGENIERIA DEL DISEÑO,6.33,2022,93.67
2022-23,2501656,GRADO EN INGENIERÍA ELECTRÓNICA INDUSTRIAL Y AUTOMÁTICA,E.T.S. DE INGENIERIA DEL DISEÑO,3.4,2022,96.6
2022-23,2501657,GRADO EN INGENIERÍA GEOMÁTICA Y TOPOGRAFÍA,"E.T.S.I. GEODESICA, CARTOGRAFICA Y TOP.",36.94,2022,63.06
2022-23,2501658,GRADO EN INGENIERÍA DE ORGANIZACIÓN INDUSTRIAL,E.T.S.I. INDUSTRIALES,8.75,2022,91.25
2022-23,2501659,GRADO EN INGENIERÍA EN TECNOLOGÍAS INDUSTRIALES,E.T.S.I. INDUSTRIALES,5.93,2022,94.07
2022-23,2501660,GRADO EN INGENIERÍA FORESTAL Y DEL MEDIO NATURAL,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,51.72,2022,48.28
2022-23,2501661,GRADO EN INGENIERÍA INFORMÁTICA,E. POLITÉCNICA SUPERIOR DE ALCOY,12.64,2022,87.36
2022-23,2501661,GRADO EN INGENIERÍA INFORMÁTICA,E.T.S. DE INGENIERÍA INFORMÁTICA,7.3,2022,92.7
2022-23,2501662,GRADO EN INGENIERÍA QUÍMICA,E. POLITÉCNICA SUPERIOR DE ALCOY,26.03,2022,73.97
2022-23,2501662,GRADO EN INGENIERÍA QUÍMICA,E.T.S.I. INDUSTRIALES,16.92,2022,83.08
2022-23,2501663,"GRADO EN INGENIERÍA DE SISTEMAS DE TELECOMUNICACIÓN, SONIDO E IMAGEN",ESCUELA POLITECNICA SUPERIOR DE GANDIA,21.67,2022,78.33
2022-23,2502182,GRADO EN INGENIERÍA MECÁNICA,E. POLITÉCNICA SUPERIOR DE ALCOY,16.81,2022,83.19
2022-23,2502182,GRADO EN INGENIERÍA MECÁNICA,E.T.S. DE INGENIERIA DEL DISEÑO,4.83,2022,95.17
2022-23,2502405,GRADO EN INGENIERÍA DE OBRAS PÚBLICAS,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",40.0,2022,60.0
2022-23,2502407,GRADO EN INGENIERÍA DE TECNOLOGÍAS Y SERVICIOS DE TELECOMUNICACIÓN,E.T.S.I. DE TELECOMUNICACIÓN,8.47,2022,91.53
2022-23,2502507,GRADO EN INGENIERÍA CIVIL,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",16.28,2022,83.72
2022-23,2502660,GRADO EN INGENIERÍA DE LA ENERGÍA,E.T.S.I. INDUSTRIALES,11.27,2022,88.73
2022-23,2502731,GRADO EN INGENIERÍA BIOMÉDICA,E.T.S.I. INDUSTRIALES,10.14,2022,89.86
2022-23,2503025,GRADO EN FUNDAMENTOS DE LA ARQUITECTURA,E.T.S. DE ARQUITECTURA,9.61,2022,90.39
2022-23,2503349,GRADO EN DISEÑO Y TECNOLOGÍAS CREATIVAS,FACULTAD DE BELLAS ARTES,3.92,2022,96.08
2022-23,2503504,GRADO EN TECNOLOGÍAS INTERACTIVAS,ESCUELA POLITECNICA SUPERIOR DE GANDIA,26.92,2022,73.08
2022-23,2503653,GRADO EN CIENCIA DE DATOS,E.T.S. DE INGENIERÍA INFORMÁTICA,4.11,2022,95.89
2022-23,2503930,GRADO EN TECNOLOGÍA DIGITAL Y MULTIMEDIA,E.T.S.I. DE TELECOMUNICACIÓN,7.23,2022,92.77
2022-23,2504265,GRADO EN DISEÑO ARQUITECTÓNICO DE INTERIORES,E.T.S. DE ARQUITECTURA,16.78,2022,83.22
2022-23,2504322,GRADO EN INGENIERÍA FÍSICA,E.T.S.I. DE TELECOMUNICACIÓN,7.69,2022,92.31
2022-23,2504353,GRADO EN MATEMÁTICAS,E.T.S.I. DE TELECOMUNICACIÓN,8.33,2022,91.67
2022-23,4310279,MÁSTER UNIVERSITARIO EN COMPUTACIÓN EN LA NUBE Y DE ALTAS PRESTACIONES / CLOUD AND HIGH-PERFORMANCE COMPUTING,UNIDAD DE MÁSTERES UNIVERSITARIOS,39.13,2022,60.87
2022-23,4310280,MÁSTER UNIVERSITARIO EN EDIFICACIÓN,E.T.S. DE INGENIERÍA DE EDIFICACIÓN,33.33,2022,66.67
2022-23,4310282,MÁSTER UNIVERSITARIO EN INGENIERÍA ACÚSTICA,ESCUELA POLITECNICA SUPERIOR DE GANDIA,15.38,2022,84.62
2022-23,4310284,MÁSTER UNIVERSITARIO EN INGENIERÍA DE COMPUTADORES Y REDES,UNIDAD DE MÁSTERES UNIVERSITARIOS,0.0,2022,100.0
2022-23,4310288,"MÁSTER UNIVERSITARIO EN TRANSPORTE, TERRITORIO Y URBANISMO","E.T.S.I. CAMINOS, CANALES Y PUERTOS",19.23,2022,80.77
2022-23,4310468,MÁSTER UNIVERSITARIO EN SANIDAD Y PRODUCCIÓN VEGETAL,UNIDAD DE MÁSTERES UNIVERSITARIOS,14.29,2022,85.71000000000001
2022-23,4310569,"MÁSTER UNIVERSITARIO EN INGENIERÍA AVANZADA DE PRODUCCIÓN, LOGÍSTICA Y CADENA DE SUMINISTRO",E.T.S.I. INDUSTRIALES,37.14,2022,62.86
2022-23,4310809,MÁSTER UNIVERSITARIO EN ARTES VISUALES Y MULTIMEDIA,UNIDAD DE MÁSTERES UNIVERSITARIOS,10.0,2022,90.0
2022-23,4310813,"MÁSTER UNIVERSITARIO EN GESTIÓN DE EMPRESAS, PRODUCTOS Y SERVICIOS",FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,18.18,2022,81.82
2022-23,4310814,MÁSTER UNIVERSITARIO EN DIRECCIÓN FINANCIERA Y FISCAL,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,23.81,2022,76.19
2022-23,4310898,MÁSTER UNIVERSITARIO EN DIRECCIÓN Y GESTIÓN DE PROYECTOS,E.T.S.I. INDUSTRIALES,17.39,2022,82.61
2022-23,4310960,MÁSTER UNIVERSITARIO EN GESTIÓN CULTURAL,UNIDAD DE MÁSTERES UNIVERSITARIOS,0.0,2022,100.0
2022-23,4310963,"MÁSTER UNIVERSITARIO EN ARQUITECTURA AVANZADA, PAISAJE, URBANISMO Y DISEÑO",E.T.S. DE ARQUITECTURA,21.54,2022,78.46000000000001
2022-23,4310964,MÁSTER UNIVERSITARIO EN AUTOMÁTICA E INFORMÁTICA INDUSTRIAL,UNIDAD DE MÁSTERES UNIVERSITARIOS,14.81,2022,85.19
2022-23,4310965,MÁSTER UNIVERSITARIO EN CIENCIA E INGENIERÍA DE LOS ALIMENTOS,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,0.0,2022,100.0
2022-23,4310966,MÁSTER UNIVERSITARIO EN CONSERVACIÓN DEL PATRIMONIO ARQUITECTÓNICO,E.T.S. DE ARQUITECTURA,9.68,2022,90.32
2022-23,4310967,MÁSTER UNIVERSITARIO EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES,UNIDAD DE MÁSTERES UNIVERSITARIOS,0.0,2022,100.0
2022-23,4310968,MÁSTER UNIVERSITARIO EN CONSTRUCCIONES E INSTALACIONES INDUSTRIALES,E.T.S.I. INDUSTRIALES,50.0,2022,50.0
2022-23,4310969,MÁSTER UNIVERSITARIO EN DISEÑO Y FABRICACIÓN INTEGRADA ASISTIDOS POR COMPUTADOR,E.T.S. DE INGENIERIA DEL DISEÑO,11.11,2022,88.89
2022-23,4310971,MÁSTER UNIVERSITARIO EN INGENIERÍA DE SISTEMAS ELECTRÓNICOS,E.T.S.I. DE TELECOMUNICACIÓN,15.38,2022,84.62
2022-23,4310972,MÁSTER UNIVERSITARIO EN INGENIERÍA Y TECNOLOGÍA DE SISTEMAS SOFTWARE,UNIDAD DE MÁSTERES UNIVERSITARIOS,15.38,2022,84.62
2022-23,4310973,MÁSTER UNIVERSITARIO EN INGENIERÍA DEL DISEÑO,E.T.S. DE INGENIERIA DEL DISEÑO,1.69,2022,98.31
2022-23,4310974,MÁSTER UNIVERSITARIO EN INGENIERÍA DEL HORMIGÓN,UNIDAD DE MÁSTERES UNIVERSITARIOS,19.35,2022,80.65
2022-23,4310975,MÁSTER UNIVERSITARIO EN INGENIERÍA DEL MANTENIMIENTO,E.T.S. DE INGENIERIA DEL DISEÑO,16.13,2022,83.87
2022-23,4310976,MÁSTER UNIVERSITARIO EN PLANIFICACIÓN Y GESTIÓN EN INGENIERÍA CIVIL,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",39.39,2022,60.61
2022-23,4310977,MÁSTER UNIVERSITARIO EN INGENIERÍA HIDRÁULICA Y MEDIO AMBIENTE,UNIDAD DE MÁSTERES UNIVERSITARIOS,11.36,2022,88.64
2022-23,4310978,MÁSTER UNIVERSITARIO EN INGENIERÍA MECÁNICA,UNIDAD DE MÁSTERES UNIVERSITARIOS,13.64,2022,86.36
2022-23,4310979,"MÁSTER UNIVERSITARIO EN INTELIGENCIA ARTIFICIAL, RECONOCIMIENTO DE FORMAS E IMAGEN DIGITAL",UNIDAD DE MÁSTERES UNIVERSITARIOS,6.45,2022,93.55
2022-23,4310980,MÁSTER UNIVERSITARIO EN SISTEMAS PROPULSIVOS PARA UNA MOVILIDAD SOSTENIBLE,UNIDAD DE MÁSTERES UNIVERSITARIOS,8.33,2022,91.67
2022-23,4310981,MÁSTER UNIVERSITARIO EN TECNOLOGÍA ENERGÉTICA PARA DESARROLLO SOSTENIBLE,E.T.S.I. INDUSTRIALES,5.26,2022,94.74
2022-23,4310982,"MÁSTER UNIVERSITARIO EN TECNOLOGÍAS, SISTEMAS Y REDES DE COMUNICACIONES",E.T.S.I. DE TELECOMUNICACIÓN,22.22,2022,77.78
2022-23,4311602,MÁSTER UNIVERSITARIO EN BIOTECNOLOGÍA BIOMÉDICA,UNIDAD DE MÁSTERES UNIVERSITARIOS,8.33,2022,91.67
2022-23,4311603,MÁSTER UNIVERSITARIO EN BIOTECNOLOGÍA MOLECULAR Y CELULAR DE PLANTAS,UNIDAD DE MÁSTERES UNIVERSITARIOS,0.0,2022,100.0
2022-23,4311604,MÁSTER UNIVERSITARIO EN ECONOMÍA AGROALIMENTARIA Y DEL MEDIO AMBIENTE,UNIDAD DE MÁSTERES UNIVERSITARIOS,35.0,2022,65.0
2022-23,4311605,MÁSTER UNIVERSITARIO EN GESTIÓN DE LA SEGURIDAD Y CALIDAD ALIMENTARIA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,5.0,2022,95.0
2022-23,4311606,"MÁSTER UNIVERSITARIO EN INGENIERÍA DE ANÁLISIS DE DATOS, MEJORA DE PROCESOS Y TOMA DE DECISIONES",UNIDAD DE MÁSTERES UNIVERSITARIOS,4.55,2022,95.45
2022-23,4311609,MÁSTER UNIVERSITARIO EN LENGUAS Y TECNOLOGÍA,UNIDAD DE MÁSTERES UNIVERSITARIOS,20.83,2022,79.17
2022-23,4311612,MÁSTER UNIVERSITARIO EN POSTPRODUCCIÓN DIGITAL,ESCUELA POLITECNICA SUPERIOR DE GANDIA,19.23,2022,80.77
2022-23,4311613,MÁSTER UNIVERSITARIO EN PREVENCIÓN DE RIESGOS LABORALES,UNIDAD DE MÁSTERES UNIVERSITARIOS,28.89,2022,71.11
2022-23,4311614,MÁSTER UNIVERSITARIO EN PRODUCCIÓN ARTÍSTICA,FACULTAD DE BELLAS ARTES,9.35,2022,90.65
2022-23,4311725,MÁSTER UNIVERSITARIO EN COOPERACIÓN AL DESARROLLO,UNIDAD DE MÁSTERES UNIVERSITARIOS,4.0,2022,96.0
2022-23,4311726,MÁSTER UNIVERSITARIO EN INGENIERÍA AMBIENTAL,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",11.11,2022,88.89
2022-23,4312033,MÁSTER UNIVERSITARIO EN ACUICULTURA,UNIDAD DE MÁSTERES UNIVERSITARIOS,20.0,2022,80.0
2022-23,4312991,MÁSTER UNIVERSITARIO EN EVALUACIÓN Y SEGUIMIENTO AMBIENTAL DE ECOSISTEMAS MARINOS Y COSTEROS,ESCUELA POLITECNICA SUPERIOR DE GANDIA,17.65,2022,82.35
2022-23,4313930,MÁSTER UNIVERSITARIO EN INVESTIGACIÓN MATEMÁTICA,UNIDAD DE MÁSTERES UNIVERSITARIOS,15.0,2022,85.0
2022-23,4314065,"MÁSTER UNIVERSITARIO EN INGENIERÍA, PROCESADO Y CARACTERIZACIÓN DE MATERIALES",E. POLITÉCNICA SUPERIOR DE ALCOY,7.69,2022,92.31
2022-23,4314067,MÁSTER UNIVERSITARIO EN INGENIERÍA MECATRÓNICA,E.T.S. DE INGENIERIA DEL DISEÑO,9.76,2022,90.24
2022-23,4314071,MÁSTER UNIVERSITARIO EN INGENIERÍA DE ORGANIZACIÓN Y LOGÍSTICA,E. POLITÉCNICA SUPERIOR DE ALCOY,12.0,2022,88.0
2022-23,4314473,MÁSTER UNIVERSITARIO EN INGENIERÍA DE MONTES,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,0.0,2022,100.0
2022-23,4314518,MÁSTER UNIVERSITARIO EN INGENIERÍA DE TELECOMUNICACIÓN,E.T.S.I. DE TELECOMUNICACIÓN,7.14,2022,92.86
2022-23,4314521,MÁSTER UNIVERSITARIO EN INGENIERÍA AERONÁUTICA,E.T.S. DE INGENIERIA DEL DISEÑO,7.41,2022,92.59
2022-23,4314523,MÁSTER UNIVERSITARIO EN INGENIERÍA QUÍMICA,E.T.S.I. INDUSTRIALES,3.64,2022,96.36
2022-23,4314524,MÁSTER UNIVERSITARIO EN INGENIERÍA INDUSTRIAL,E.T.S.I. INDUSTRIALES,7.12,2022,92.88
2022-23,4314526,MÁSTER UNIVERSITARIO EN INGENIERÍA INFORMÁTICA,E.T.S. DE INGENIERÍA INFORMÁTICA,3.7,2022,96.3
2022-23,4314528,MÁSTER UNIVERSITARIO EN ENOLOGÍA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,28.57,2022,71.43
2022-23,4314529,MÁSTER UNIVERSITARIO EN INGENIERÍA AGRONÓMICA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,2.7,2022,97.3
2022-23,4314646,MÁSTER UNIVERSITARIO EN INGENIERÍA GEOMÁTICA Y GEOINFORMACIÓN,"E.T.S.I. GEODESICA, CARTOGRAFICA Y TOP.",15.0,2022,85.0
2022-23,4314647,"MÁSTER UNIVERSITARIO EN INGENIERÍA DE CAMINOS, CANALES Y PUERTOS","E.T.S.I. CAMINOS, CANALES Y PUERTOS",5.63,2022,94.37
2022-23,4314825,MÁSTER UNIVERSITARIO EN DIRECCIÓN DE EMPRESAS (MBA),E. POLITÉCNICA SUPERIOR DE ALCOY,33.33,2022,66.67
